dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	fusion_probability	specialist_probability	fusion_specialist_mean	fusion_specialist_product	fusion70_specialist30	fusion_rank	specialist_rank	mean_rank	product_rank	fusion70_rank	max_safety_rank
train	wl-tile-v1-06733	wl-neg-neg-es-pba-31785	neg-es-pba-31785	0	hard_negative	train	ES	Mámoa de Chan de Armada 1	Xove	Xove (San Bartolo)		megalithic_mound	0.06448321	0.07323485	0.06885903	0.00472242	0.06710870	6687	7000	7000	6884	6910	7752
train	wl-tile-v1-08541	wl-neg-neg-es-pba-66406	neg-es-pba-66406	0	hard_negative	train	ES	Mámoa de Chan de Armada 1	Marín	San Tomé de Piñeiro (San Tom‚)		megalithic_mound	0.00720009	0.02494435	0.01607222	0.00017960	0.01252337	8594	8265	8462	8509	8526	8553
train	wl-tile-v1-06734	wl-neg-neg-es-pba-31786	neg-es-pba-31786	0	hard_negative	train	ES	Mámoa de Chan de Armada 2	Xove	Xove (San Bartolo)		megalithic_mound	0.06810083	0.07305224	0.07057654	0.00497492	0.06958625	6575	7006	6960	6845	6852	7675
train	wl-tile-v1-08542	wl-neg-neg-es-pba-66407	neg-es-pba-66407	0	hard_negative	train	ES	Mámoa de Chan de Armada 2	Marín	San Tomé de Piñeiro (San Tom‚)		megalithic_mound	0.00760260	0.02912970	0.01836615	0.00022146	0.01406073	8583	8151	8396	8468	8478	8477
train	wl-tile-v1-04322	wl-neg-neg-es-pba-22734	neg-es-pba-22734	0	hard_negative	train	ES	Mámoa de Chan de Camouzo	Santiago de Compostela	Fecha (San Xoán)		megalithic_mound	0.01940870	0.05287732	0.03614301	0.00102628	0.02944929	8216	7508	7912	7991	8039	8511
train	wl-tile-v1-08686	wl-neg-neg-es-pba-67517	neg-es-pba-67517	0	hard_negative	train	ES	Mámoa de Chan de Carreira 2	Mos	Cela (San Pedro)		megalithic_mound	0.28030352	0.46473613	0.37251983	0.13026717	0.33563330	3551	2898	3192	3182	3331	2088
train	wl-tile-v1-08687	wl-neg-neg-es-pba-67518	neg-es-pba-67518	0	hard_negative	train	ES	Mámoa de Chan de Carreira 3	Mos	Cela (San Pedro)		megalithic_mound	0.01233133	0.05173443	0.03203288	0.00063795	0.02415226	8450	7540	8032	8165	8185	8361
train	wl-tile-v1-09387	wl-neg-neg-es-pba-72132	neg-es-pba-72132	0	hard_negative	train	ES	Mámoa de Chan de Castiñeira 1	Tui	Malvas (Santiago)		megalithic_mound	0.05040314	0.06210295	0.05625304	0.00313018	0.05391308	7119	7273	7322	7252	7297	8042
train	wl-tile-v1-08543	wl-neg-neg-es-pba-66408	neg-es-pba-66408	0	hard_negative	train	ES	Mámoa de Chan de Fonteseca 1	Marín	San Tomé de Piñeiro (San Tomé)		megalithic_mound	0.07937188	0.26216266	0.17076727	0.02080834	0.13420911	6287	4193	4988	5298	5447	2692
train	wl-tile-v1-08544	wl-neg-neg-es-pba-66437	neg-es-pba-66437	0	hard_negative	train	ES	Mámoa de Chan de Fonteseca 2	Marín	San Tomé de Piñeiro (San Tomé)		megalithic_mound	0.01118958	0.02745808	0.01932383	0.00030724	0.01607013	8498	8198	8373	8396	8421	6607
train	wl-tile-v1-08113	wl-neg-neg-es-pba-63136	neg-es-pba-63136	0	hard_negative	train	ES	Mámoa de Chan de Lodoso 1	Covelo	A Lamosa (San Bartolomeu)		megalithic_mound	0.09000680	0.14340030	0.11670355	0.01290700	0.10602485	6047	5630	5893	5839	5973	7207
train	wl-tile-v1-08114	wl-neg-neg-es-pba-63137	neg-es-pba-63137	0	hard_negative	train	ES	Mámoa de Chan de Lodoso 2	Covelo	A Lamosa (San Bartolomeu)		megalithic_mound	0.09610930	0.11921052	0.10765991	0.01145724	0.10303967	5909	6031	6056	5962	6038	7085
train	wl-tile-v1-08115	wl-neg-neg-es-pba-63138	neg-es-pba-63138	0	hard_negative	train	ES	Mámoa de Chan de Lodoso 3	Covelo	A Lamosa (San Bartolomeu)		megalithic_mound	0.15601396	0.11932298	0.13766847	0.01861605	0.14500666	4802	6029	5519	5428	5249	5969
train	wl-tile-v1-08116	wl-neg-neg-es-pba-63139	neg-es-pba-63139	0	hard_negative	train	ES	Mámoa de Chan de Lodoso 4	Covelo	A Lamosa (San Bartolomeu)		megalithic_mound	0.16266138	0.13839314	0.15052726	0.02251122	0.15538091	4693	5707	5308	5191	5068	5877
train	wl-tile-v1-08117	wl-neg-neg-es-pba-63140	neg-es-pba-63140	0	hard_negative	train	ES	Mámoa de Chan de Lodoso 5	Covelo	A Lamosa (San Bartolomeu)		megalithic_mound	0.20877590	0.16333224	0.18605407	0.03409983	0.19514280	4165	5303	4776	4682	4534	5324
train	wl-tile-v1-08118	wl-neg-neg-es-pba-63141	neg-es-pba-63141	0	hard_negative	train	ES	Mámoa de Chan de Lodoso 6	Covelo	A Lamosa (San Bartolomeu)		megalithic_mound	0.09519436	0.12813767	0.11166601	0.01219798	0.10507735	5935	5887	5986	5900	6000	7100
train	wl-tile-v1-08119	wl-neg-neg-es-pba-63142	neg-es-pba-63142	0	hard_negative	train	ES	Mámoa de Chan de Lodoso 7	Covelo	A Lamosa (San Bartolomeu)		megalithic_mound	0.06196217	0.05492957	0.05844587	0.00340356	0.05985239	6764	7449	7260	7183	7107	5622
train	wl-tile-v1-08570	wl-neg-neg-es-pba-66482	neg-es-pba-66482	0	hard_negative	train	ES	Mámoa de Chan de Lores 1	Meaño	Simes (Santa María)		megalithic_mound	0.00334261	0.00738503	0.00536382	0.00002469	0.00455534	8632	8613	8627	8629	8632	8549
train	wl-tile-v1-09201	wl-neg-neg-es-pba-71259	neg-es-pba-71259	0	hard_negative	train	ES	Mámoa de Chan de Lores 2	Sanxenxo	Bordóns (San Pedro)		megalithic_mound	0.01027698	0.01428121	0.01227909	0.00014677	0.01147825	8520	8498	8540	8535	8551	8267
train	wl-tile-v1-09202	wl-neg-neg-es-pba-71392	neg-es-pba-71392	0	hard_negative	train	ES	Mámoa de Chan de Lores 3	Sanxenxo	Bordóns (San Pedro)		megalithic_mound	0.02194679	0.02649692	0.02422185	0.00058152	0.02331183	8126	8229	8242	8199	8207	5856
train	wl-tile-v1-09203	wl-neg-neg-es-pba-71393	neg-es-pba-71393	0	hard_negative	train	ES	Mámoa de Chan de Lores 4	Sanxenxo	Bordóns (San Pedro)		megalithic_mound	0.04146023	0.03697318	0.03921670	0.00153292	0.04011411	7439	7937	7819	7757	7710	4738
train	wl-tile-v1-03952	wl-neg-neg-es-pba-17151	neg-es-pba-17151	0	hard_negative	train	ES	Mámoa de Chan de Panda	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	0.00644706	0.02269587	0.01457147	0.00014632	0.01132170	8609	8330	8498	8537	8554	8608
train	wl-tile-v1-08402	wl-neg-neg-es-pba-66148	neg-es-pba-66148	0	hard_negative	train	ES	Mámoa de Chan de Prado 1	Gondomar	Morgadáns (Santiago)		megalithic_mound	0.12882469	0.10780270	0.11831369	0.01388765	0.12251809	5222	6262	5868	5736	5637	6406
train	wl-tile-v1-08403	wl-neg-neg-es-pba-66149	neg-es-pba-66149	0	hard_negative	train	ES	Mámoa de Chan de Prado 2	Gondomar	Morgadáns (Santiago)		megalithic_mound	0.09656452	0.12796125	0.11226288	0.01235652	0.10598354	5895	5892	5974	5884	5975	4381
train	wl-tile-v1-08404	wl-neg-neg-es-pba-66150	neg-es-pba-66150	0	hard_negative	train	ES	Mámoa de Chan de Prado 3	Gondomar	Morgadáns (Santiago)		megalithic_mound	0.02827128	0.02790442	0.02808785	0.00078889	0.02816122	7884	8191	8136	8100	8071	8206
train	wl-tile-v1-08405	wl-neg-neg-es-pba-66182	neg-es-pba-66182	0	hard_negative	train	ES	Mámoa de Chan de Prado 4	Gondomar	Morgadáns (Santiago)		megalithic_mound	0.02186738	0.03265117	0.02725927	0.00071400	0.02510252	8130	8061	8160	8138	8162	8315
train	wl-tile-v1-08406	wl-neg-neg-es-pba-66183	neg-es-pba-66183	0	hard_negative	train	ES	Mámoa de Chan de Prado 5	Gondomar	Morgadáns (Santiago)		megalithic_mound	0.05032042	0.06061168	0.05546605	0.00305001	0.05340780	7123	7312	7344	7272	7313	8045
train	wl-tile-v1-08407	wl-neg-neg-es-pba-66184	neg-es-pba-66184	0	hard_negative	train	ES	Mámoa de Chan de Prado 6	Gondomar	Morgadáns (Santiago)		megalithic_mound	0.04661364	0.07720051	0.06190708	0.00359860	0.05578970	7254	6906	7177	7137	7247	7543
train	wl-tile-v1-08408	wl-neg-neg-es-pba-66185	neg-es-pba-66185	0	hard_negative	train	ES	Mámoa de Chan de Prado 7	Gondomar	Morgadáns (Santiago)		megalithic_mound	0.04742781	0.15698679	0.10220730	0.00744554	0.08029550	7218	5412	6174	6468	6588	5157
train	wl-tile-v1-08545	wl-neg-neg-es-pba-66438	neg-es-pba-66438	0	hard_negative	train	ES	Mámoa de Chan de Xaxán	Marín	San Tomé de Piñeiro (San Tom‚)		megalithic_mound	0.03326322	0.06393411	0.04859866	0.00212665	0.04246449	7697	7212	7550	7554	7648	7518
train	wl-tile-v1-07998	wl-neg-neg-es-pba-78923	neg-es-pba-78923	0	hard_negative	train	ES	Mámoa de Chan do Caveiro	Cerdedo-Cotobade	Caroi (Santiago)		megalithic_mound	0.02846468	0.04423686	0.03635077	0.00125919	0.03319633	7874	7748	7908	7877	7919	7460
train	wl-tile-v1-08571	wl-neg-neg-es-pba-66483	neg-es-pba-66483	0	hard_negative	train	ES	Mámoa de Chan do Couto 1	Meaño	Simes (Santa María)		megalithic_mound	0.04092215	0.08647405	0.06369810	0.00353870	0.05458772	7454	6706	7130	7150	7286	3653
train	wl-tile-v1-08572	wl-neg-neg-es-pba-66484	neg-es-pba-66484	0	hard_negative	train	ES	Mámoa de Chan do Couto 2	Meaño	Simes (Santa María)		megalithic_mound	0.01018045	0.02842031	0.01930038	0.00028933	0.01565241	8522	8173	8375	8405	8434	5959
train	wl-tile-v1-03320	wl-neg-neg-es-pba-27323	neg-es-pba-27323	0	hard_negative	train	ES	Mámoa de Chan do Lodeiro	Cariño	A Pedra (Santa María)		megalithic_mound	0.77373931	0.85731891	0.81552911	0.66334134	0.79881319	1502	1276	1348	1343	1407	758
train	wl-tile-v1-08409	wl-neg-neg-es-pba-66186	neg-es-pba-66186	0	hard_negative	train	ES	Mámoa de Chan do Portugués 1	Gondomar	Donas (Santa Baia)		megalithic_mound	0.01356470	0.02651965	0.02004217	0.00035973	0.01745118	8418	8228	8356	8354	8390	8275
train	wl-tile-v1-08410	wl-neg-neg-es-pba-66187	neg-es-pba-66187	0	hard_negative	train	ES	Mámoa de Chan do Portugués 2	Gondomar	Donas (Santa Baia)		megalithic_mound	0.00734047	0.02868817	0.01801432	0.00021058	0.01374478	8589	8166	8407	8479	8488	8613
train	wl-tile-v1-09136	wl-neg-neg-es-pba-70215	neg-es-pba-70215	0	hard_negative	train	ES	Mámoa de Chan do Rato	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.20063481	0.34840111	0.27451796	0.06990139	0.24496470	4247	3524	3870	3856	4025	5417
train	wl-tile-v1-08697	wl-neg-neg-es-pba-67653	neg-es-pba-67653	0	hard_negative	train	ES	Mámoa de Chan do Xisto 1/Erville	Mos	Cela (San Pedro)		megalithic_mound	0.77340239	0.30190650	0.53765444	0.23349521	0.63195362	1503	3856	2378	2570	1955	2004
train	wl-tile-v1-04009	wl-neg-neg-es-pba-17533	neg-es-pba-17533	0	hard_negative	train	ES	Mámoa de Chan dos Pozos	Outes	Santo Ourente de Entíns (Santo Ourente)		megalithic_mound	0.05887410	0.03753423	0.04820416	0.00220979	0.05247214	6856	7923	7563	7521	7334	7875
train	wl-tile-v1-08120	wl-neg-neg-es-pba-63143	neg-es-pba-63143	0	hard_negative	train	ES	Mámoa de Chans da Cega	Covelo	Covelo (Santa Mariña)		megalithic_mound	0.34908193	0.51573981	0.43241087	0.18003545	0.39907929	3144	2649	2864	2845	2980	4100
train	wl-tile-v1-03653	wl-neg-neg-es-pba-12034	neg-es-pba-12034	0	hard_negative	train	ES	Mámoa de Chans de Fieiro	Mazaricos	Colúns (San Salvador)		megalithic_mound	0.58397061	0.47271338	0.52834200	0.27605072	0.55059344	2093	2843	2418	2385	2263	1951
train	wl-tile-v1-04323	wl-neg-neg-es-pba-22735	neg-es-pba-22735	0	hard_negative	train	ES	Mámoa de Chans de Figueiras 10	Santiago de Compostela	Vista Alegre (San Xoán)		megalithic_mound	0.05476390	0.08433136	0.06954763	0.00461831	0.06363414	6985	6757	6983	6905	6990	5062
train	wl-tile-v1-04324	wl-neg-neg-es-pba-22736	neg-es-pba-22736	0	hard_negative	train	ES	Mámoa de Chans de Figueiras 11	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.13025037	0.14444169	0.13734603	0.01881358	0.13450777	5200	5605	5526	5418	5441	5287
train	wl-tile-v1-04325	wl-neg-neg-es-pba-22737	neg-es-pba-22737	0	hard_negative	train	ES	Mámoa de Chans de Figueiras 12	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.13771471	0.13601079	0.13686275	0.01873069	0.13720354	5072	5738	5533	5424	5403	6256
train	wl-tile-v1-06533	wl-neg-neg-es-pba-43379	neg-es-pba-43379	0	hard_negative	train	ES	Mámoa de Chao da Lebre	Vilalba	Codesido (San Martiño)		megalithic_mound	0.16523004	0.09369960	0.12946482	0.01548199	0.14377091	4658	6541	5664	5630	5269	5849
train	wl-tile-v1-03121	wl-neg-neg-es-pba-18009	neg-es-pba-18009	0	hard_negative	train	ES	Mámoa de Chao das Eiroas 1	As Pontes de García Rodríguez	O Freixo (San Xoán)		megalithic_mound	0.36908650	0.10904155	0.23906402	0.04024576	0.29107301	3030	6237	4196	4488	3661	3953
train	wl-tile-v1-03122	wl-neg-neg-es-pba-18010	neg-es-pba-18010	0	hard_negative	train	ES	Mámoa de Chao das Eiroas 2	As Pontes de García Rodríguez	O Freixo (San Xoán)		megalithic_mound	0.42846884	0.13605265	0.28226075	0.05829432	0.34074398	2735	5737	3813	4068	3298	3598
train	wl-tile-v1-05115	wl-neg-neg-es-pba-28538	neg-es-pba-28538	0	hard_negative	train	ES	Mámoa de Chao de Mazós 1	Begonte	Santalla de Pena (Santalla)		megalithic_mound	0.39373280	0.20961685	0.30167482	0.08253303	0.33849801	2905	4713	3660	3673	3316	3805
train	wl-tile-v1-05116	wl-neg-neg-es-pba-28539	neg-es-pba-28539	0	hard_negative	train	ES	Mámoa de Chao de Mazós 2	Begonte	Santalla de Pena (Santalla)		megalithic_mound	0.13634900	0.13759972	0.13697436	0.01876158	0.13672421	5098	5719	5531	5422	5408	6283
train	wl-tile-v1-05117	wl-neg-neg-es-pba-28564	neg-es-pba-28564	0	hard_negative	train	ES	Mámoa de Chao de Mazós 3	Begonte	Santalla de Pena (Santalla)		megalithic_mound	0.05338989	0.08306348	0.06822669	0.00443475	0.06229197	7016	6780	7016	6947	7028	7992
train	wl-tile-v1-05118	wl-neg-neg-es-pba-28565	neg-es-pba-28565	0	hard_negative	train	ES	Mámoa de Chao de Mazós 4	Begonte	Santalla de Pena (Santalla)		megalithic_mound	0.05373918	0.10300441	0.07837179	0.00553537	0.06851875	7007	6365	6753	6759	6879	7016
train	wl-tile-v1-05119	wl-neg-neg-es-pba-28566	neg-es-pba-28566	0	hard_negative	train	ES	Mámoa de Chao de Mazós 5	Begonte	Santalla de Pena (Santalla)		megalithic_mound	0.04818161	0.07861201	0.06339681	0.00378765	0.05731073	7198	6881	7138	7091	7197	4965
train	wl-tile-v1-03123	wl-neg-neg-es-pba-18011	neg-es-pba-18011	0	hard_negative	train	ES	Mámoa de Chao de Reboredo 1	As Pontes de García Rodríguez	Vilavella (Santa María)		megalithic_mound	0.05144614	0.02941889	0.04043251	0.00151349	0.04483796	7085	8145	7791	7768	7577	8026
train	wl-tile-v1-03124	wl-neg-neg-es-pba-18012	neg-es-pba-18012	0	hard_negative	train	ES	Mámoa de Chao de Reboredo 2	As Pontes de García Rodríguez	Vilavella (Santa María)		megalithic_mound	0.07610913	0.02465586	0.05038250	0.00187654	0.06067315	6374	8271	7491	7630	7075	7515
train	wl-tile-v1-03125	wl-neg-neg-es-pba-18013	neg-es-pba-18013	0	hard_negative	train	ES	Mámoa de Chao de Reboredo 3	As Pontes de García Rodríguez	Vilavella (Santa María)		megalithic_mound	0.03157826	0.02130120	0.02643973	0.00067265	0.02849514	7762	8370	8177	8149	8063	8411
train	wl-tile-v1-09276	wl-neg-neg-es-pba-71270	neg-es-pba-71270	0	hard_negative	train	ES	Mámoa de Chao dos Petos	Silleda	Oleiros (San Miguel)		megalithic_mound	0.06571733	0.08538789	0.07555261	0.00561146	0.07161850	6648	6722	6826	6746	6799	7576
train	wl-tile-v1-06797	wl-neg-neg-es-pba-45295	neg-es-pba-45295	0	hard_negative	train	ES	Mámoa de Chau da Veiga 1	Avión	Baíste (Santa María)		megalithic_mound	0.07095727	0.10218536	0.08657132	0.00725079	0.08032570	6487	6386	6577	6495	6587	6308
train	wl-tile-v1-06798	wl-neg-neg-es-pba-45296	neg-es-pba-45296	0	hard_negative	train	ES	Mámoa de Chau da Veiga 2	Avión	Baíste (Santa María)		megalithic_mound	0.23303937	0.35633889	0.29468913	0.08304099	0.27002923	3954	3473	3717	3663	3800	1278
train	wl-tile-v1-06799	wl-neg-neg-es-pba-45322	neg-es-pba-45322	0	hard_negative	train	ES	Mámoa de Chau da Veiga 3	Avión	Baíste (Santa María)		megalithic_mound	0.07399577	0.12357762	0.09878670	0.00914422	0.08887033	6414	5957	6256	6214	6375	5651
train	wl-tile-v1-03072	wl-neg-neg-es-pba-17833	neg-es-pba-17833	0	hard_negative	train	ES	Mámoa de Cheibán 1	As Pontes de García Rodríguez	Vilavella (Santa María)		megalithic_mound	0.04932980	0.03285158	0.04109069	0.00162056	0.04438633	7150	8053	7773	7717	7589	7282
train	wl-tile-v1-03177	wl-neg-neg-es-pba-23770	neg-es-pba-23770	0	hard_negative	train	ES	Mámoa de Cheibán 2	As Somozas	Recemel (Santa María)		megalithic_mound	0.03566494	0.02456397	0.03011446	0.00087607	0.03233465	7619	8274	8074	8056	7942	8335
train	wl-tile-v1-03178	wl-neg-neg-es-pba-23771	neg-es-pba-23771	0	hard_negative	train	ES	Mámoa de Cheibán 3	As Somozas	Recemel (Santa María)		megalithic_mound	0.06556838	0.03439443	0.04998141	0.00225519	0.05621620	6655	8010	7511	7506	7228	7727
train	wl-tile-v1-02814	wl-neg-neg-es-pba-12883	neg-es-pba-12883	0	hard_negative	train	ES	Mámoa de Chousa Grande	A Laracha	Soandres (San Pedro)		megalithic_mound	0.23666310	0.16664516	0.20165413	0.03943876	0.21565772	3910	5266	4598	4509	4297	5031
train	wl-tile-v1-04606	wl-neg-neg-es-pba-24398	neg-es-pba-24398	0	hard_negative	train	ES	Mámoa de Chousa Nova 1	Trazo	Trazo (Santa María)		megalithic_mound	0.31060955	0.37622247	0.34341601	0.11685829	0.33029343	3365	3365	3372	3289	3374	4376
train	wl-tile-v1-09277	wl-neg-neg-es-pba-71400	neg-es-pba-71400	0	hard_negative	train	ES	Mámoa de Chousa Nova 1	Silleda	Abades (Santa María)		megalithic_mound	0.13530188	0.14884206	0.14207197	0.02013861	0.13936393	5117	5541	5436	5333	5361	6298
train	wl-tile-v1-04607	wl-neg-neg-es-pba-24399	neg-es-pba-24399	0	hard_negative	train	ES	Mámoa de Chousa Nova 2	Trazo	Trazo (Santa María)		megalithic_mound	0.41844794	0.38936872	0.40390833	0.16293054	0.40972417	2778	3282	3027	2944	2915	3660
train	wl-tile-v1-04608	wl-neg-neg-es-pba-24424	neg-es-pba-24424	0	hard_negative	train	ES	Mámoa de Chousa Nova 3	Trazo	Trazo (Santa María)		megalithic_mound	0.34353672	0.30561543	0.32457607	0.10499012	0.33216033	3181	3814	3510	3421	3359	4146
train	wl-tile-v1-07196	wl-neg-neg-es-pba-50182	neg-es-pba-50182	0	hard_negative	train	ES	Mámoa de Chousa da Lagoa 3	O Irixo	Corneda (Santiago)		megalithic_mound	0.38640163	0.23462421	0.31051292	0.09065918	0.34086840	2942	4442	3602	3580	3297	3846
train	wl-tile-v1-07197	wl-neg-neg-es-pba-50183	neg-es-pba-50183	0	hard_negative	train	ES	Mámoa de Chousa da Lagoa 4	O Irixo	Corneda (Santiago)		megalithic_mound	0.17018202	0.07106498	0.12062350	0.01209398	0.14044691	4599	7059	5823	5906	5337	5783
train	wl-tile-v1-07198	wl-neg-neg-es-pba-50184	neg-es-pba-50184	0	hard_negative	train	ES	Mámoa de Chousa da Lagoa 5	O Irixo	Corneda (Santiago)		megalithic_mound	0.06737127	0.06522358	0.06629743	0.00439420	0.06672696	6596	7177	7059	6957	6917	7690
train	wl-tile-v1-07199	wl-neg-neg-es-pba-50185	neg-es-pba-50185	0	hard_negative	train	ES	Mámoa de Chousa da Lagoa 6	O Irixo	Corneda (Santiago)		megalithic_mound	0.09645935	0.07299596	0.08472766	0.00704114	0.08942033	5897	7009	6625	6529	6359	7070
train	wl-tile-v1-07200	wl-neg-neg-es-pba-50186	neg-es-pba-50186	0	hard_negative	train	ES	Mámoa de Chousa da Lagoa 7	O Irixo	Corneda (Santiago)		megalithic_mound	0.12226480	0.19068067	0.15647273	0.02331353	0.14278956	5350	4957	5207	5150	5285	6513
train	wl-tile-v1-03936	wl-neg-neg-es-pba-15847	neg-es-pba-15847	0	hard_negative	train	ES	Mámoa de Chousa de Mosquera 1	Ordes	Beán (Santa María)		megalithic_mound	0.05200410	0.07994151	0.06597280	0.00415729	0.06038532	7056	6852	7069	7009	7083	6679
train	wl-tile-v1-03937	wl-neg-neg-es-pba-15848	neg-es-pba-15848	0	hard_negative	train	ES	Mámoa de Chousa de Mosquera 2	Ordes	Beán (Santa María)		megalithic_mound	0.06433532	0.09258628	0.07846080	0.00595657	0.07281061	6692	6558	6751	6684	6770	6720
train	wl-tile-v1-05030	wl-neg-neg-es-pba-26702	neg-es-pba-26702	0	hard_negative	train	ES	Mámoa de Chousa de Ourás 1	Antas de Ulla	Árbol (Santalla)		megalithic_mound	0.03158155	0.03306670	0.03232412	0.00104430	0.03202709	7761	8043	8021	7980	7954	5816
train	wl-tile-v1-05031	wl-neg-neg-es-pba-26703	neg-es-pba-26703	0	hard_negative	train	ES	Mámoa de Chousa de Ourás 2	Antas de Ulla	Árbol (Santalla)		megalithic_mound	0.01196764	0.01826013	0.01511389	0.00021853	0.01385539	8466	8431	8490	8471	8483	7695
train	wl-tile-v1-05032	wl-neg-neg-es-pba-26704	neg-es-pba-26704	0	hard_negative	train	ES	Mámoa de Chousa de Ourás 3	Antas de Ulla	Árbol (Santalla)		megalithic_mound	0.01132460	0.01503174	0.01317817	0.00017023	0.01243674	8492	8491	8525	8518	8529	7909
train	wl-tile-v1-03415	wl-neg-neg-es-pba-5958	neg-es-pba-5958	0	hard_negative	train	ES	Mámoa de Chousas Grandes 01	Coristanco	Xaviña (San Tomé)		megalithic_mound	0.03175383	0.02270527	0.02722955	0.00072098	0.02903926	7748	8329	8162	8133	8054	8020
train	wl-tile-v1-03416	wl-neg-neg-es-pba-5959	neg-es-pba-5959	0	hard_negative	train	ES	Mámoa de Chousas Grandes 02	Coristanco	Xaviña (San Tomé)		megalithic_mound	0.13488130	0.15754494	0.14621312	0.02124987	0.14168039	5126	5404	5372	5272	5308	1375
train	wl-tile-v1-03417	wl-neg-neg-es-pba-5960	neg-es-pba-5960	0	hard_negative	train	ES	Mámoa de Chousas Grandes 03	Coristanco	Xaviña (San Tomé)		megalithic_mound	0.07533712	0.09567089	0.08550400	0.00720757	0.08143725	6390	6517	6604	6502	6553	5804
train	wl-tile-v1-03418	wl-neg-neg-es-pba-5961	neg-es-pba-5961	0	hard_negative	train	ES	Mámoa de Chousas Grandes 04	Coristanco	Xaviña (San Tomé)		megalithic_mound	0.04893865	0.04138888	0.04516376	0.00202552	0.04667372	7171	7811	7642	7587	7508	8073
train	wl-tile-v1-03419	wl-neg-neg-es-pba-5962	neg-es-pba-5962	0	hard_negative	train	ES	Mámoa de Chousas Grandes 05	Coristanco	Xaviña (San Tomé)		megalithic_mound	0.03280558	0.05107761	0.04194160	0.00167563	0.03828719	7717	7563	7745	7703	7770	7363
train	wl-tile-v1-03420	wl-neg-neg-es-pba-5963	neg-es-pba-5963	0	hard_negative	train	ES	Mámoa de Chousas Grandes 06	Coristanco	Xaviña (San Tomé)		megalithic_mound	0.25758057	0.14798139	0.20278098	0.03811713	0.22470082	3728	5555	4584	4544	4220	4538
train	wl-tile-v1-03421	wl-neg-neg-es-pba-5964	neg-es-pba-5964	0	hard_negative	train	ES	Mámoa de Chousas Grandes 07	Coristanco	Xaviña (San Tomé)		megalithic_mound	0.38589320	0.13457406	0.26023363	0.05193121	0.31049746	2945	5767	3997	4201	3509	3850
train	wl-tile-v1-03422	wl-neg-neg-es-pba-5993	neg-es-pba-5993	0	hard_negative	train	ES	Mámoa de Chousas Grandes 08	Coristanco	Xaviña (San Tomé)		megalithic_mound	0.11729649	0.10776377	0.11253013	0.01264031	0.11443668	5449	6265	5966	5862	5794	2215
train	wl-tile-v1-03423	wl-neg-neg-es-pba-5994	neg-es-pba-5994	0	hard_negative	train	ES	Mámoa de Chousas Grandes 09	Coristanco	Xaviña (San Tomé)		megalithic_mound	0.05808968	0.08416064	0.07112516	0.00488886	0.06591097	6887	6762	6940	6863	6935	5458
